"Bug编号","所属产品","所属模块","所属项目","相关需求","相关任务","Bug标题","关键词","严重程度","优先级","Bug类型","操作系统","浏览器","重现步骤","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"10522","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","PHC-点击说一说语音评测时闪退","","2","2","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","王财坡","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10505","AC-直播学生端(#10)","通用(#16)","AC_iPad_2.10.0(#353)","","","消息中心-消息体链接H5打开卡死不能滑动","","3","3","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-17","主干(#trunk)","Closed","2019-09-18","张津铭","已解决","AC iPad 2.10.0 递交测试 0917(#855)","2019-09-18","胡春霞","2019-09-18","0","","","胡春霞","2019-09-18","",""
"10506","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","消息中心-消息体链接H5，点击无效，不能跳转到H5","","3","3","代码错误","","","[步骤]
消息中心-消息体链接H5，点击无效，不能跳转到H5
账号：18701890657
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-17","主干(#trunk)","Closed","2019-09-18","俞立荣","已解决","AC_iphone_2.10.0_9.17(#862)","2019-09-17","carriere.zhang","2019-09-18","0","","","carriere.zhang","2019-09-18","",""
"10509","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","消息体已读状态问题","","3","3","代码错误","","","[步骤]1.点击进入当条消息后返回依然是未读状态，除非退出后重进才会刷新状态
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-17","主干(#trunk)","Closed","2019-09-19","陈文龙","已解决","win_2.10.0(#867)","2019-09-17","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10510","AC-直播学生端(#10)","直播间(#17)","AC_iPhone_2.10.0(#352)","","","L2新替换的goodjob资源，播放时总是声音先出来，动画再播放，建议优化","","3","3","代码错误","","","[步骤]
L2新替换的goodjob资源，播放时总是声音先出来，动画再播放，建议优化
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-17","AC_iphone_2.10.0_9.17(#862)","Closed","2019-09-18","俞立荣","已解决","AC_iphone_2.10.0_9.17(#862)","2019-09-17","carriere.zhang","2019-09-18","0","","","carriere.zhang","2019-09-18","",""
"10511","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","PHC-预约了L1的第一节课，首页点击进入教室，提示“下载课件XML文件失败”无法正常进入教室，别的端正常","","2","2","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-17","主干(#trunk)","Closed","2019-09-17","胡春霞","已解决","主干(#trunk)","2019-09-17","胡春霞","2019-09-17","0","","","胡春霞","2019-09-17","",""
"10512","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","IOS评分：1-4星评分，提交反馈后钻石弹窗会把toast遮住，建议优化","","4","4","代码错误","","","[步骤]
IOS评分：1-4星评分，提交反馈后钻石弹窗会把toast遮住，建议优化
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-17","AC_iphone_2.10.0_9.17(#862)","Closed","2019-09-18","程应展","已解决","AC_iphone_2.10.0_9.17(#862)","2019-09-17","carriere.zhang","2019-09-18","0","","","carriere.zhang","2019-09-18","",""
"10513","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","在课程详情--进入预习主界面--预习视频，完成预习视频后，返回到主界面，没有显示对勾","","3","3","代码错误","","","[步骤]
在课程详情--进入预习主界面--预习视频，完成预习视频后，返回到主界面，没有显示对勾
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-17","AC_iphone_2.10.0_9.17(#862)","Closed","2019-09-18","俞立荣","已解决","AC_iphone_2.10.0_9.18(#863)","2019-09-18","carriere.zhang","2019-09-18","0","","","carriere.zhang","2019-09-18","",""
"10516","AC-直播学生端(#10)","服务端(#145)","AC_Android_2.10.0(#354)","","","CRM-L2课程，添加了预习绘本。在客户端中，没有作业入口显示","","3","3","代码错误","","","[步骤]
CRM-L2课程，添加了预习绘本。在客户端中，没有作业入口显示
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-17","0912 pm android 210002(#866)","Closed","2019-09-18","徐邦顺","已解决","主干(#trunk)","2019-09-17","carriere.zhang","2019-09-18","0","","","carriere.zhang","2019-09-18","",""
"10517","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","L2 阅读绘本，进入的URL中不需要“h5”，目前显示空白","","3","3","代码错误","","","[步骤]
L2 阅读绘本，进入的URL中不需要“h5”
目前显示空白
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-17","AC_iphone_2.10.0_9.17(#862)","Closed","2019-09-18","俞立荣","已解决","AC_iphone_2.10.0_9.17(#862)","2019-09-18","carriere.zhang","2019-09-18","0","","","carriere.zhang","2019-09-18","",""
"10518","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","PHC作业说一说适配问题","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-17","主干(#trunk)","Closed","2019-09-19","王财坡","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10519","AC-直播学生端(#10)","通用(#16)","AC_iPad_2.10.0(#353)","","","L2作业work_type类型不正确问题，导致L2作业获取了L0/L1的作业入口","","3","3","代码错误","","","[步骤]L2的work_type=3
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-17","主干(#trunk)","Closed","2019-09-18","张津铭","已解决","AC iPad 2.10.0 递交测试 0918(#856)","2019-09-18","胡春霞","2019-09-18","0","","","胡春霞","2019-09-18","",""
"10520","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","L2作业work_type类型不正确问题，导致L2作业获取了L0/L1的作业入口","","3","3","代码错误","","","[步骤]L2的work_type=3
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-17","主干(#trunk)","Closed","2019-09-19","王财坡","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10523","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","PHC作业说一说语音评测连点必现不出结果问题，卡住页面","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","王财坡","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10524","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","SPH 从说一说或练一练 完成作业后，返回到作业主界面，界面竖屏显示，没有横屏显示","","3","","代码错误","","","[步骤]
SPH 从说一说或练一练 完成作业后，返回到作业主界面，界面竖屏显示，没有横屏显示
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-18","AC_iphone_2.10.0_9.18(#863)","Closed","2019-09-19","程应展","已解决","AC_iphone_2.10.0_9.18(#863)","2019-09-18","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10525","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","L2预习视频：预习上课中的视频，预习后没有弹出钻石奖励弹窗","","3","3","代码错误","","","[步骤]
L2预习视频：预习上课中的视频，预习后没有弹出钻石奖励弹窗
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-18","AC_iphone_2.10.0_9.18(#863)","Closed","2019-09-19","郭栋梁","已解决","主干(#trunk)","2019-09-18","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10535","AC-直播学生端(#10)","通用(#16)","AC_Android_2.10.0(#354)","","","消息中心100条未读的，没有显示99+","","3","3","代码错误","","","[步骤]
消息中心100条未读的，没有显示99+，目前显示的是99
账号 18701890657
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-18","0912 pm android 210002(#866)","Closed","2019-09-19","盛锋","已解决","0918 pm android 210004(#868)","2019-09-18","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10538","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","L2 阅读绘本，点击返回按钮或者物理返回按钮，不需要弹出二次确认弹窗","","3","","代码错误","","","[步骤]
L2 阅读绘本，点击返回按钮或者物理返回按钮，不需要弹出二次确认弹窗
[结果]
[期望]
","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-18","AC_iphone_2.10.0_9.18(#863)","Closed","2019-09-19","高光明","已解决","主干(#trunk)","2019-09-18","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10540","AC-直播学生端(#10)","通用(#16)","AC_Android_2.10.0(#354)","","","L2 阅读绘本，点击返回按钮或者物理返回按钮，不需要弹出二次确认弹窗，直接返回到预习主界面就好","","3","","代码错误","","","[步骤]
1.  L2 阅读绘本，点击返回按钮或者物理返回按钮，不需要弹出二次确认弹窗，直接返回到预习主界面就好
2.  作业 里面返回时弹出的二次确认弹窗 和其他课程的作业文案保持一致，不需要将“作业”改成“绘本”
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-18","0912 pm android 210002(#866)","Closed","2019-09-19","盛锋","已解决","0918 pm android 210004(#868)","2019-09-18","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10556","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","消息体中心，最后一条消息后面应该有“没有更多了”","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","陈文龙","已解决","主干(#trunk)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10557","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","消息中心数据量过大时，数据丢失问题","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","陈文龙","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10588","AC-直播学生端(#10)","通用(#16)","AC_Android_2.10.0(#354)","","","消息中心：有未读消息，从消息中心进入到H5中，从H5返回，消息的颜色应该置灰，目前没有置灰","","3","3","代码错误","","","[步骤]
消息中心：有未读消息，从消息中心进入到H5中，从H5返回，消息的颜色应该置灰
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","carriere.zhang","2019-09-19","0918 pm android 210004(#868)","Closed","2019-09-19","徐铁鹏","已解决","0918 pm android 210004(#868)","2019-09-19","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10562","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","L2作业点击跟读必现闪退","","1","1","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","1","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-24","王财坡","已解决","win_2.10.0(#867)","2019-09-19","胡春霞","2019-09-24","0","","","胡春霞","2019-09-24","_v2019-09-18_16-03-12_id_282223.dmp
",""
"10564","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","跟读语音评测进度条移位问题","","3","3","代码错误","","","[步骤]1.进去L2的作业，跟读中退出，在重新进作业首页，就会出现下面的移位问题

[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","王财坡","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10565","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","L2阅读绘本点击进去白屏问题","","3","3","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","王财坡","已解决","win_2.10.0(#867)","2019-09-18","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10566","AC-直播学生端(#10)","通用(#16)","AC_iPad_2.10.0(#353)","","","L2作业跟读后，点击读自己的跟读，无跟读声音问题","","3","3","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-18","张津铭","不予解决","AC iPad 2.10.0 递交测试 0918(#856)","2019-09-18","胡春霞","2019-09-18","0","","","胡春霞","2019-09-18","",""
"10571","AC-直播学生端(#10)","通用(#16)","AC_iPad_2.10.0(#353)","","","最近学习点击L2，进入作业再退出再继续上次操作出现概率极大类似必现弹出“宝贝已过期，提醒购买的弹窗“","","3","3","代码错误","","","[步骤]账号：18072791151
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","龚慧超","已解决","AC iPad 2.10.0 递交测试 0919(#857)","2019-09-19","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
"10574","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","作业 里面返回时弹出的二次确认弹窗 和其他课程的作业文案保持一致，不需要将“作业”改成“绘本”","","3","3","代码错误","","","[步骤]



[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-20","高光明","已解决","主干(#trunk)","2019-09-19","carriere.zhang","2019-09-20","0","","","carriere.zhang","2019-09-20","",""
"10576","AC-直播学生端(#10)","通用(#16)","AC_iPhone_2.10.0(#352)","","","消息中心-消息日期显示问题","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","俞立荣","已解决","AC_iphone_2.10.0_9.19(#864)","2019-09-19","carriere.zhang","2019-09-19","0","","","carriere.zhang","2019-09-19","",""
"10579","AC-直播学生端(#10)","通用(#16)","AC_Windows_2.10.0(#355)","","","L2作业-点击继续，直接定位到最后一题，不管你前面的位置是在哪，默认定位到最后一题","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","1","已确认",",","胡春霞","2019-09-18","主干(#trunk)","Closed","2019-09-19","胡春霞","已解决","主干(#trunk)","2019-09-19","胡春霞","2019-09-19","0","","","胡春霞","2019-09-19","",""
